Release Date,Episode Title,pos,neg,neu,compound,Episode,Season,Name,Sentence
13/04/2014,The Lion and the Rose,0.046,0.181,0.773,-0.8625,2.0,4.0,oberyn martell,"People everywhere have their differences. In some places, the highborn frown upon those of low birth. In other places, the rape and murder of women and children is considered distasteful. What a fortunate thing for you, former Queen Regent, that your daughter Myrcella has been sent to live in the latter sort of place."
20/04/2014,Breaker of Chains,0.146,0.15,0.705,-0.3499,3.0,4.0,tyrion lannister,"I don't know. They. They. The ominous they. The man pulling the strings. Or woman. My father. Maybe Joffrey was too much work for him. Sweet Tommen will be so much easier to handle. Whenever something bad happens to me, I assume it's my sister that had a hand in it. But say what you will of Cersei, she loves her children. She is the only one I'm certain had nothing to do with this murder. Which makes it unique as King's Landing murders go."
27/04/2014,Oathkeeper,0.278,0.0,0.722,0.4019,4.0,4.0,tyrion lannister,"It's complicated, yes. So how is our sister?"
27/04/2014,Oathkeeper,0.032,0.258,0.71,-0.9393,4.0,4.0,tyrion lannister,"My trial for regicide.Yes, I know. I know the whole bloody country thinks I'm guilty. I know that one of my three judges has wished me dead more times than I can count. And that judge is my father. As for Cersei, well, she's probably working on a way to avoid a trial altogether by having me killed."
27/04/2014,Oathkeeper,0.0,0.168,0.832,-0.7561,4.0,4.0,jaime lannister,"Which is why we're having a trial. A trial. If the killer threw himself before the Iron Throne, confessed to his crimes, and gave irrefutable evidence of his guilt, it wouldn't matter to Cersei. She won't rest until my heado s on a spike."
27/04/2014,Oathkeeper,0.152,0.172,0.675,-0.5053,4.0,4.0,olenna tyrell,"And once he could, the only thing he wanted was what I'd given him the night before. I was good. I was very, very good. You are even better. But you need to act quickly. Cersei may be vicious, but she's not stupid. She'll turn the boy against you as soon as she can. And by the time you're married, it'll be too late. Luckily for you ,the Queen Regent is rather distracted at the moment, mourning her dear departed boy. Accusing her brother of his murder, which he didn't commit."
27/04/2014,Oathkeeper,0.152,0.172,0.675,-0.5053,4.0,4.0,olenna tyrell,"And once he could, the only thing he wanted was what I'd given him the night before. I was good. I was very, very good. You are even better. But you need to act quickly. Cersei may be vicious, but she's not stupid. She'll turn the boy against you as soon as she can. And by the time you're married, it'll be too late. Luckily for you ,the Queen Regent is rather distracted at the moment, mourning her dear departed boy. Accusing her brother of his murder, which he didn't commit."
27/04/2014,Oathkeeper,0.0,0.0,1.0,0.0,4.0,4.0,jaime lannister,"He didn't do it, Cersei."
04/05/2014,First of His Name,0.0,0.0,1.0,0.0,5.0,4.0,arya stark,Joffrey. Cersei. Walder Frey. Meryn Trant. Tywin Lannister. The Red Woman. Beric Dondarrion. Thoros of Myr. Ilyn Payne. The Mountain.
11/05/2014,The Laws of Gods and Men,0.132,0.132,0.736,0.2406,6.0,4.0,stannis baratheon,"67. And when he dies, who's in command? A half-grown boy, the product of incest? Cersei Lannister, a queen whose people despise her? Jaime Lannister, a man best known for killing the king he was sworn to protect? When Tywin's gone, who do you back?"
11/05/2014,The Laws of Gods and Men,0.0,0.289,0.711,-0.7845,6.0,4.0,tywin lannister,"Tyrion of the House Lannister, you stand accused by the Queen Regent of regicide. Did you kill King Joffrey?"
11/05/2014,The Laws of Gods and Men,0.142,0.164,0.694,-0.088,6.0,4.0,jaime lannister,This isn't a trial. It's a farce. Cersei has manipulated everything and you know it.
18/05/2014,Mockingbird,0.293,0.0,0.707,0.885,7.0,4.0,tyrion lannister,Will you find him for me? Who does Cersei plan on naming as a champion? I hope it's Ser Meryn Trant. I'd enjoy watching Bronn disembowel that pompous child beater.
18/05/2014,Mockingbird,0.0,0.0,1.0,0.0,7.0,4.0,tyrion lannister,"Well... sooner or later, Cersei always gets what she wants."
01/06/2014,The Mountain and the Viper,0.165,0.128,0.708,0.6486,8.0,4.0,sansa stark,"Lord Baelish has told many lies. All to protect me. Since my father was executed, I have been a hostage in King's Landing. A plaything for Joffrey to torture or Queen Cersei to torment. They beat me, they humiliated me, they married me to the Imp. I had no friends in King's Landing...except one. He saved me. Smuggled me away when he had the chance. He knew I'd be safe here in the Eyrie with my own blood, my Aunt Lysa. The Lannisters have friends everywhere. Even the Vale. He made me swear not to tell anyone my true name."
12/04/2015,The Wars to Come,0.0,0.0,1.0,0.0,1.0,5.0,melara,"Come on, we have to go. We have to go! Cersei!"
12/04/2015,The Wars to Come,0.0,0.0,1.0,0.0,1.0,5.0,petyr baelish,"So a land so far from here, even Cersei Lannister can't get her hands on you."
12/04/2015,The Wars to Come,0.111,0.312,0.577,-0.6369,1.0,5.0,loras,My intended? Please. Tywin's dead. That means no one can force Cersei to marry me.
12/04/2015,The Wars to Come,0.0,0.112,0.888,-0.5267,1.0,5.0,loras,"If she doesn't marry me, she doesn't go to Highgarden. Which means she stays in King's Landing. Which means you're trapped here with Cersei Lannister as your mother-by-law."
19/04/2015,The House of Black and White,0.0,0.0,1.0,0.0,2.0,5.0,arya stark,"Cersei, Walder Frey, The Mountain, Meryn Trant. Cersei, Walder Frey, The Mountain, Meryn Trant."
19/04/2015,The House of Black and White,0.0,0.0,1.0,0.0,2.0,5.0,varys,You can't. Cersei has offered a lordship to the man who brings her your head.
19/04/2015,The House of Black and White,0.0,0.265,0.735,-0.7236,2.0,5.0,tyrion lannister,How many dwarves are there in the world? Is Cersei going to kill them all?
19/04/2015,The House of Black and White,0.0,0.058,0.942,-0.0572,2.0,5.0,kevan,I do not recognize your authority to dictate what is and is not my concern. You are the Queen Mother. Nothing more.
26/04/2015,High Sparrow,0.074,0.118,0.808,-0.3074,3.0,5.0,margaery tyrell,"Oh, forgive me, I haven't been at Court for long, I get so confused. What's the proper way to address you now? Queen Mother or Dowager Queen?"
26/04/2015,High Sparrow,0.162,0.0,0.838,0.4404,3.0,5.0,margaery tyrell,"In any event, judging from the King's enthusiasm, the Queen Mother will be a Queen Grandmother soon."
26/04/2015,High Sparrow,0.267,0.0,0.733,0.6249,3.0,5.0,petyr baelish,"Queen Margaery adores Sansa. Cersei is Queen Mother, a title whose importance wanes with each passing day."
26/04/2015,High Sparrow,0.267,0.0,0.733,0.6249,3.0,5.0,petyr baelish,"Queen Margaery adores Sansa. Cersei is Queen Mother, a title whose importance wanes with each passing day."
26/04/2015,High Sparrow,0.185,0.0,0.815,0.7717,3.0,5.0,roose,"And yet she still has friends. Men in important places, whom she can ask for favours. . A message for you, from Cersei Lannister. A rider arrived from Eyrie, shortly before dawn. Apparently, she thinks you're still in the Vale."
26/04/2015,High Sparrow,0.111,0.043,0.846,0.5994,3.0,5.0,roose,"I'm sure you understand my position, Lord Baelish. If you received word in the night from the Queen Mother, it does make me question our new alliance. The Lannisters made you one of the great lords of Westeros. Yet, here you are in the North, undermining them. Why gamble with your position?"
26/04/2015,High Sparrow,0.138,0.0,0.862,0.7717,3.0,5.0,petyr baelish,"The Eyrie is mine. The last time the lords of the Eyrie formed an alliance with the lords of the North, they brought down the greatest dynasty this world has ever known. I'd like to borrow one of your birds. Cersei will expect a reply."
03/05/2015,Sons of the Harpy,0.0,0.184,0.816,-0.4019,4.0,5.0,petyr baelish,Cersei sent for me. . We must not let her sniff out any trouble.
03/05/2015,Sons of the Harpy,0.15,0.159,0.691,-0.0516,4.0,5.0,elaria,"We don't need an army to start a war. . Queen Cersei loves her children, and we have one of them."
17/05/2015,"Unbowed, Unbent, Unbroken",0.102,0.107,0.791,-0.0258,6.0,5.0,petyr baelish,I'm here on urgent business for the Queen Mother. Should I send word that I'll be delayed?
17/05/2015,"Unbowed, Unbent, Unbroken",0.0,0.0,1.0,0.0,6.0,5.0,margaery tyrell,Cersei is behind this.
17/05/2015,"Unbowed, Unbent, Unbroken",0.071,0.187,0.742,-0.4939,6.0,5.0,olenna tyrell,"Of course she is. She wants to drag our names through the dirt. Put us in our place. Get some rest, dear, you look appalling. Let me deal with Cersei Lannister."
17/05/2015,"Unbowed, Unbent, Unbroken",0.0,0.0,1.0,0.0,6.0,5.0,olenna tyrell,And the famous tart Queen Cersei.
24/05/2015,The Gift,0.0,0.189,0.811,-0.6808,7.0,5.0,olenna tyrell,"A man of the people, is that your game? It's an old game. dull and unconvincing. A man of the people who does Cersei's dirty work for her."
24/05/2015,The Gift,0.173,0.0,0.827,0.2235,7.0,5.0,petyr baelish,Cersei summoned me to King's Landing. I dared not refuse her.
24/05/2015,The Gift,0.524,0.0,0.476,0.765,7.0,5.0,petyr baelish,The same kind I gave Cersei. A handsome young man.
14/06/2015,Mother’s Mercy,0.149,0.042,0.809,0.8689,10.0,5.0,sparrow,"A sinner comes before you. Cersei of House Lannister, mother to his Grace King Tommen, widow to his Grace King Robert. She has committed the acts of falsehood and fornication. She has confessed her sins and begged for forgiveness. To demonstrate her repentance, she will cast aside all pride, all artifice, and present herself as the gods made her, to you. The good people of the city. She comes before you with a solemn heart. Shorn of secrets. Naked before the eyes of gods and men. To make her walk of atonement."
