Release Date,Episode Title,pos,neg,neu,compound,Episode,Season,Name,Sentence
03/05/2015,Sons of the Harpy,0.075,0.0,0.925,0.3612,4.0,5.0,melisandre,"The Lord of Light made us male and female. Two parts of a greater whole. We are joining this power. Power to make life, power to make light, and power to cast shadows."
08/04/2012,The Night Lands,0.0,0.5,0.5,-0.8402,2.0,2.0,varys,I heard you suffered a terrible head wound. The northerners are such fearsome warriors.
19/05/2019,The Iron Throne,0.075,0.255,0.67,-0.886,6.0,8.0,tyrion lannister,"My father was an evil man. My sister was an evil woman. Pile up all the bodies of all the people they ever killed, there still won't be half as many as our beautiful queen slaughtered in a single day."
05/05/2013,The Climb,0.867,0.0,0.133,0.7579,6.0,3.0,ramsay bolton,Yes. You win.
06/04/2014,Two Swords,0.0,0.0,1.0,0.0,1.0,4.0,jaime lannister,You are the Lord of Casterly Rock.
08/05/2011,"Cripples, Bastards and Broken Things",0.25,0.0,0.75,0.4588,4.0,1.0,robb stark,Any man of the Night's Watch is welcome at Winterfell.
02/06/2013,The Rains of Castamere,0.0,0.0,1.0,0.0,9.0,3.0,jojen,They're gonna hear us.
26/04/2015,High Sparrow,0.0,0.151,0.849,-0.4939,3.0,5.0,stannis baratheon,You have many enemies in Castle Black. Have you considered sending Alliser Thorne elsewhere? Give him command of Eastwatch-by-the-Sea.
15/06/2014,The Children,0.138,0.213,0.649,-0.6588,10.0,4.0,sandor clegane,"Unless there's a Maester hiding behind that rock, aye, I'm done. I'd skin you alive for wine. [Arya offers water.] Fuck water! Killed by a woman. I bet you liked that. Go on, go after her. She'll help you. Going out alone, you won't last a day out there."
14/04/2013,Walk of Punishment,0.363,0.0,0.637,0.431,3.0,3.0,tyrion lannister,We don't. I did fuck her once.
19/04/2015,The House of Black and White,0.174,0.062,0.764,0.8688,2.0,5.0,alliser,"I can't argue with any of that. But who does Jon Snow want to command? Night's Watch or the wildlings? Everyone knows he loved a wildling girl and spoke with Mance Rayder many times. What would have happened in that tent between those two old friends if Stannis's army hadn't come along? We all saw him put the King-beyond-the-Wall out of his misery. Do you want to choose a man who has fought the wildlings all his life, or a man who makes love to them?"
28/04/2013,Kissed by Fire,0.0,0.0,1.0,0.0,5.0,3.0,shireen,Father!
24/05/2015,The Gift,0.402,0.0,0.598,0.7227,7.0,5.0,areo,Prince Doran hopes this satisfies your concerns about the princess's wellbeing.
29/05/2011,You Win or You Die,0.0,0.0,1.0,0.0,7.0,1.0,rakharo,Huh.
03/05/2015,Sons of the Harpy,0.0,0.0,1.0,0.0,4.0,5.0,woman,Sons of the Harpy.
27/05/2012,Blackwater,0.204,0.0,0.796,0.3182,9.0,2.0,sandor clegane,"Let's go. Stannis is sending us fresh meat. You, too."
30/07/2017,The Queen’s Justice,0.231,0.0,0.769,0.4939,3.0,7.0,tyrion lannister,Good. At some point I want to hear how a Knight's Watch recruit became King in the North.
15/05/2011,The Wolf and the Lion,0.193,0.207,0.6,-0.0516,5.0,1.0,loras tyrell,It's a shame he can't muster the same enthusiasm for his wife.
02/06/2013,The Rains of Castamere,0.184,0.0,0.816,0.4019,9.0,3.0,bran stark,I can't do it by choice. I don't know how. It happens in my dreams.
23/07/2017,Stormborn,0.0,0.0,1.0,0.0,2.0,7.0,yara greyjoy,A few times. Never stayed long.
10/05/2015,Kill the Boy,0.574,0.0,0.426,0.4019,5.0,5.0,davos,"Yes, my queen."
06/08/2017,The Spoils Of War,0.0,0.429,0.571,-0.6705,4.0,7.0,arya stark,They say you killed Joffrey. Did you?
05/06/2016,The Broken Man,0.073,0.163,0.764,-0.5913,7.0,6.0,davos,"As long as the Boltons hold Winterfell, the North is divided. And a divided North won't stand a chance against the Night King. You want to protect your people, my lady. I understand. But there's no hiding from this. We have to fight and we need to do it together."
12/05/2013,The Bear and the Maiden Fair,0.0,0.22,0.78,-0.3089,7.0,3.0,tyrion lannister,"That doesn't mean that- this is duty, not desire."
20/05/2012,The Prince of Winterfell,0.248,0.2,0.552,0.1754,8.0,2.0,theon greyjoy,"If I hadn't killed them, the Northerners would think me weak."
11/05/2014,The Laws of Gods and Men,0.097,0.128,0.775,-0.0572,6.0,4.0,oberyn martell,Tis a big and beautiful world. Most of us live and die in the same corner where we were born and never get to see any of it. I don't want to be most of us.
04/05/2014,First of His Name,0.737,0.0,0.263,0.4215,5.0,4.0,varys,Your Grace.
28/04/2019,The Long Night,0.0,0.0,1.0,0.0,3.0,8.0,soldier,Come on.
14/04/2013,Walk of Punishment,0.0,0.166,0.834,-0.1511,3.0,3.0,tyrion lannister,"Only my life. Not all that significant, I'm afraid."
11/05/2014,The Laws of Gods and Men,0.268,0.0,0.732,0.9022,6.0,4.0,tycho,You can see why these numbers seem unlikely to add up to a happy ending from our perspective. I'm afraid we must respectfully decline your request. But we thank you for paying us the honor of your visit.
08/06/2014,The Watchers on the Wall,0.298,0.0,0.702,0.5664,9.0,4.0,sam,"The interesting thing is, our vows never specifically forbid intimate relations with women."
06/08/2017,The Spoils Of War,0.0,0.0,1.0,0.0,4.0,7.0,jon snow,You believe that?
22/05/2016,The Door,0.146,0.122,0.731,-0.1027,5.0,6.0,brienne,"Not him. He seems trustworthy. A bit brooding, perhaps. I suppose that's understandable, considering. The others, though. Davos and the Red Woman helped a man murder his own brother with blood magic. And when Stannis paid for his crime, where were they? Already out looking for a leader with better prospects. And that wildling fellow with the beard --"
24/04/2011,The Kingsroad,0.472,0.0,0.528,0.8625,2.0,1.0,daenerys targaryen,"Well, she sounds like an interesting woman. I don't think that Drogo will like it with me on top."
03/06/2012,Valar Morghulis,0.367,0.0,0.633,0.4404,10.0,2.0,shae,Good of me? Of course I come.
28/04/2013,Kissed by Fire,0.0,0.301,0.699,-0.6486,5.0,3.0,barristan,Of course he wanted her dead. She's a Targaryen. The last Targaryen.
09/06/2013,Mhysa,0.0,0.0,1.0,0.0,10.0,3.0,man,Yah! Yah!
15/05/2016,Book of the Stranger,0.0,0.216,0.784,-0.296,4.0,6.0,lady olenna,"Oh, no. That cannot happen. That will not happen."
28/04/2019,The Long Night,0.0,0.0,1.0,0.0,3.0,8.0,jon snow,The Night King is coming.
24/04/2015,The Red Woman,0.0,0.0,1.0,0.0,1.0,6.0,daario,"We're on the right path, then"
10/05/2015,Kill the Boy,0.0,0.0,1.0,0.0,5.0,5.0,ramsay bolton,That she's pregnant. I mean how can you tell?
29/05/2016,Blood of My Blood,0.0,0.0,1.0,0.0,6.0,6.0,sam,"Good-bye, Gilly."
06/08/2017,The Spoils Of War,0.0,0.123,0.877,-0.2755,4.0,7.0,arya stark,That doesn't look like him. It should have been carved by someone who knew his face.
05/06/2011,The Pointy End,0.0,0.0,1.0,0.0,8.0,1.0,eddard stark,What about my daughters?
13/04/2014,The Lion and the Rose,0.0,0.221,0.779,-0.5267,2.0,4.0,ramsay bolton,"Reek, how could you let me stand before my father unshaven? It's disrespectful."
26/04/2015,High Sparrow,0.08,0.0,0.92,0.0772,3.0,5.0,tommen lannister,"This is what I want to do all day, every day for the rest of my life."
24/05/2015,The Gift,0.535,0.0,0.465,0.3182,7.0,5.0,stannis baratheon,Are you sure?
21/04/2019,A Knight of the Seven Kingdoms,0.277,0.0,0.723,0.1139,2.0,8.0,podrick,Never wanted to leave. Never wanted to leave. Never wanted to leave.
12/06/2011,Baelor,0.0,0.0,1.0,0.0,9.0,1.0,catelyn stark,"My lord, l –"
